count,word,incident,request
1,chrome,0,1
1,03,0,1
1,подряд,0,1
1,система160,0,1
1,random2699заявка,0,1
1,random2910заявка,0,1
1,random4776заявка,0,1
1,система156,1,0
1,применение,0,1
1,скрипт,0,1
1,работасервис11,0,1
2,адре№007,0,2
1,политика,0,1
1,выключение,0,1
1,полный,0,1
1,кабель,0,1
1,менеджмент,0,1
1,реализация,0,1
1,система224,0,1
8,переносить,0,8
1,продукт,0,1
3,потолок,0,3
1,файловый,0,1
1,забирать,0,1
1,блок,0,1
1,язык,0,1
1,полноценный,0,1
1,определять,0,1
1,считыватель,0,1
2,система184,0,2
1,невозможность,1,0
2,сформировывать,2,0
1,testing,0,1
1,фото,0,1
1,неактивный,1,0
1,врезка,0,1
1,random7666заявка,0,1
1,пояснять,0,1
1,неприменение,0,1
1,iva,0,1
2,замятие,2,0
1,хотеть,0,1
1,отдавать,0,1
1,дырокол,0,1
1,подвесной,0,1
1,слива,0,1
1,писсуар,0,1
2,удалять,0,2
1,запирать,0,1
1,бут,0,1
1,приносить,0,1
1,бутыль,0,1
1,куллер,0,1
2,система90,1,1
1,x64,0,1
1,random9961заявка,0,1
81,random92081,0,81
1,postgresql,0,1
1,формировать,1,0
2,уйти,0,2
1,rabdom,0,1
1,отменяться,1,0
1,автоматически,1,0
1,разблокирование,0,1
1,устранять,1,0
1,короб,0,1
1,65запрос,0,1
1,1-с,0,1
1,ркц,0,1
1,удлинитель,0,1
1,м,0,1
1,штука,0,1
1,random9014заявка,0,1
1,random113заявка,0,1
1,распоряжение,0,1
1,оплата,0,1
1,тележка,0,1
1,шаблон,0,1
1,упасть,0,1
18,уязвимость,0,18
18,планом№,0,18
1,вилка,0,1
1,остаться,0,1
1,переходить,1,0
1,выполняться,1,0
1,электронагреватель,0,1
1,ярлыксистема50,0,1
1,наливать,0,1
2,антисептик,0,2
1,задний,0,1
1,сим-карта,0,1
1,теплоотдача,0,1
1,грязный,1,0
1,фон,1,0
1,трубка,0,1
8,random69694,0,8
1,что-то,0,1
1,пойти,0,1
1,система139,0,1
1,random4217заявка,0,1
1,пост,1,0
1,охрана,1,0
1,кабина,0,1
1,подтекать,0,1
1,канализационный,0,1
1,труба,0,1
1,аа,0,1
1,краснуть,0,1
1,эть,0,1
1,оо,0,1
107,клиентский,0,107
1,слететь,0,1
1,гугл,0,1
1,хром,0,1
1,система47,0,1
2,главный,0,2
1,мед,0,1
1,сестра,0,1
1,хранилище,0,1
1,новость,0,1
1,страница,0,1
1,вкладка,1,0
1,визирование,1,0
1,прописывать,0,1
1,камера,0,1
1,ноутбука,0,1
1,domen1,0,1
1,random7413заявка,0,1
1,система75,0,1
1,–,0,1
1,бронирование,0,1
1,отображаться,0,1
1,бронь,0,1
1,высокий,0,1
1,ping,0,1
1,москва,0,1
1,300мс,0,1
1,ходить,1,0
1,ответ,1,0
1,random6808заявка,0,1
1,random6901заявка,0,1
1,держаться,0,1
1,обналичка,0,1
1,интернет-машина,0,1
2,система119,0,2
1,1c,0,1
1,течь,0,1
1,отдых,0,1
1,проц,0,1
1,ка,0,1
1,random7467заявка,0,1
1,плохой,1,0
1,цц,1,0
