count,word,incident,request
1,неплотный,1,0
2,контакт,1,1
1,джека,1,0
1,джка,1,0
2,образ,1,1
5,отсутствие,2,3
2,звонок,0,2
3,подавать,0,3
3,черезсервис11,0,3
1,настройкаприкладногопо,0,1
2,ie,2,0
1,заявкей,0,1
1,подчиненный,0,1
1,разговорный,1,0
1,динамика,1,0
1,скопировать,0,1
1,ключий,0,1
1,корень,0,1
1,носитель,0,1
2,э,0,2
1,доп,0,1
1,поступать,0,1
1,кэшааузер,0,1
1,избранный,0,1
1,сработка,0,1
2,применяться,0,2
1,сбросить,0,1
1,гу,0,1
1,перепривязка,0,1
1,иницидент,1,0
2,разгружать,0,2
2,недоступность,2,0
2,страница,1,1
1,перегрузка,1,0
1,мастер,1,0
1,служебный,0,1
1,печь,1,0
3,совпадение,3,0
4,сигнатура,4,0
2,внеплановый,2,0
1,утверждение,0,1
1,реквизит,0,1
1,удаваться,0,1
2,связываться,0,2
2,гидросистема,0,2
2,фильтр,0,2
1,реплика,1,0
1,система165,1,0
1,выгружаться,1,0
1,посервис11,0,1
2,начало,0,2
2,перезапускать,1,1
1,перестроение,1,0
1,позиция,0,1
1,переподключать,0,1
1,отразиться,0,1
1,предосталвена,0,1
1,посредствомсервис11,0,1
1,сквозной,0,1
1,логин,0,1
1,сделать,0,1
1,первоначальный,0,1
1,прикреплять,0,1
1,содействие,0,1
1,req,1,0
1,inc,1,0
1,ппод,0,1
1,поиск,1,0
1,тиражирование,0,1
2,загружаться,2,0
1,банкетка,0,1
1,реестр,1,0
1,lock,0,1
1,превышать,0,1
1,число,0,1
1,проведение,1,0
1,уборка,1,0
3,активный,0,3
1,запчасть,0,1
1,этот,0,1
1,особенность,0,1
1,отображение,0,1
1,вноситься,0,1
2,последний,0,2
4,пролонгация,0,4
1,заполняться,0,1
1,точный,0,1
1,примерный,0,1
1,бессрочно,0,1
1,–,0,1
1,автопролонгация,0,1
1,условие,0,1
1,цена,0,1
1,твердый,0,1
1,досрочный,0,1
1,сервисный,0,1
1,инфраструктурный,0,1
3,картина,0,3
1,контрагенты-подрядчик,0,1
3,мс,0,3
3,визио,0,3
1,исолнять,0,1
1,начальник,0,1
1,батарея,0,1
1,уу,0,1
2,каждый,0,2
2,принудительный,1,1
1,письменный,0,1
1,i,0,1
1,субъект,0,1
1,отобразиться,0,1
2,дежурный,1,1
2,расширять,1,1
1,табличный,0,1
1,кодовый,0,1
1,длительный,0,1
1,останавливать,0,1
3,сотрудникамисуровый,3,0
1,бытовой,0,1
1,химия,0,1
1,склад,0,1
1,переткнуть,1,0
1,включиться,1,0
1,перевешивать,0,1
1,налаживать,0,1
1,смочь,0,1
1,ожидать,1,0
1,операционный,1,0
1,дешифрование,1,0
2,отказ,2,0
1,комьютер,0,1
1,здравствовать,0,1
1,ставить,0,1
1,английский,0,1
2,стд,0,2
1,подойти,0,1
1,понедельник,0,1
1,четверг,0,1
1,10:00,0,1
1,16:30,0,1
1,прослушиваться,1,0
1,существовать,0,1
1,фактически,0,1
1,видный,0,1
1,дубль,0,1
1,зой,0,1
1,зп,0,1
1,теплоноситель,0,1
1,радиатор,0,1
1,установленный,0,1
2,помещение,0,2
1,утеплять,0,1
1,дополнительно,0,1
1,пересохранение,0,1
2,замятие,2,0
1,дырокол,0,1
1,адмиистративный,0,1
1,выдача,0,1
1,ver,0,1
1,доверенный,0,1
1,сайт,0,1
1,увеличение,1,0
1,квота,1,0
1,стабилизация,1,0
1,м,0,1
1,г,0,1
1,сотовый,0,1
1,выдлевать,0,1
1,городской,0,1
1,вера,0,1
1,заведение,0,1
1,рубрика,0,1
1,сущность,0,1
1,заика,0,1
1,изымать,0,1
2,ограничение,1,1
1,максимальный,1,0
1,100мб,1,0
1,убирать,0,1
1,выводить,0,1
1,решить,1,0
1,отклонять,1,0
1,архивирование,1,0
1,опера,1,0
1,администрирование,0,1
1,методический,0,1
1,выставлять,0,1
1,usb,0,1
1,удлинитель,0,1
1,предлагать,0,1
1,рутокен,0,1
1,выполненть,0,1
1,фйать,0,1
1,допустимый,0,1
1,разобраться,0,1
2,счет,0,2
1,она,0,1
1,цсервис22,0,1
1,зайти,0,1
1,нормально,0,1
1,поверка,0,1
1,атрибудт,0,1
1,прописывать,0,1
1,я,0,1
1,войти,0,1
1,пользоватль,0,1
1,снова,0,1
1,заблокироваться,0,1
1,незарегистрировать,0,1
3,уязвимость,0,3
1,водонагреватель,0,1
1,горячий,0,1
1,загрузчик,1,0
1,microsoft,0,1
1,фьюзер,0,1
1,ракель,1,0
1,заседание,0,1
1,альтернативный,0,1
1,набор,1,0
1,переадресация,1,0
1,вызов,1,0
1,освещение,0,1
1,компьютерв,0,1
1,вк,1,0
1,выявить,1,0
1,сигнатурный,1,0
1,герметизация,0,1
1,соединение,0,1
1,4й,0,1
2,выдаваться,2,0
2,логоновый,2,0
1,крышка,0,1
1,оцениваться,0,1
1,снимать,0,1
1,выгрузиться,0,1
1,дефект,0,1
1,заправка,0,1
1,узсервис7,0,1
1,переназначить,1,0
1,изъять,0,1
1,dns,0,1
1,панель,0,1
1,вписывать,0,1
1,порядковый,0,1
1,каким-то,0,1
1,зависеть,0,1
1,вообще,0,1
2,привязывать,0,2
1,выбираться,0,1
1,произвольно,0,1
1,такой,0,1
1,название,0,1
1,какой-то,0,1
2,наш,0,2
1,сопроводительный,0,1
1,взять,0,1
1,сколько,0,1
1,указываться,0,1
1,произвольный,0,1
1,д,0,1
1,соответствовать,0,1
1,система339,0,1
1,вернуть,0,1
1,хаб,0,1
1,rkc05,0,1
1,корневый,1,0
1,фс,1,0
1,сообщить,0,1
1,делаться,0,1
1,канал,1,0
1,система26,1,0
1,система2,1,0
1,жнп,0,1
1,зугрузка,0,1
1,мыло,0,1
1,очень,0,1
1,низкий,0,1
1,качество,0,1
1,goggle,0,1
2,символ,0,2
1,учитываться,0,1
1,монтажный,0,1
1,х64,0,1
1,кп,0,1
1,подаваться,0,1
